homeid,year_month,consumo_kwh,uso_horario_pico,cantidad_equipos,tipo_inmueble,horas_alto_consumo,month_coverage,peak_coverage,peak_energy_share,complete_day_ratio,observed_kwh,source_member
61,2017-04,148.871679,True,8,Casa,2,0.92166,0.92819,0.304905,0.866667,137.209087,sensordata/home61_hall693_sensor1563c1569_electric-mains_electric-combined.csv.gz
61,2017-05,140.883011,True,8,Casa,1,0.963752,0.97987,0.316209,0.967742,135.776317,sensordata/home61_hall693_sensor1563c1569_electric-mains_electric-combined.csv.gz
61,2017-06,112.726116,False,8,Casa,1,0.925596,0.938174,0.187483,0.9,104.33885,sensordata/home61_hall693_sensor1563c1569_electric-mains_electric-combined.csv.gz
61,2017-07,176.065091,True,8,Casa,2,0.972949,0.972043,0.283229,1.0,171.302314,sensordata/home61_hall693_sensor1563c1569_electric-mains_electric-combined.csv.gz
62,2016-09,148.071899,False,8,Departamento,2,0.976543,0.983345,0.247048,0.966667,144.598551,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz
62,2016-10,187.215108,False,8,Departamento,2,0.942797,0.980361,0.218615,0.903226,176.505874,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz
62,2016-11,152.826099,False,8,Departamento,2,0.948635,0.955512,0.217389,0.9,144.976191,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz
62,2016-12,149.49863,False,8,Departamento,2,0.963294,0.961543,0.23634,0.935484,144.011152,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz
62,2017-01,192.521083,True,8,Departamento,2,0.902482,0.926552,0.255664,0.806452,173.746827,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz
62,2017-02,166.739888,False,8,Departamento,2,0.917663,0.948043,0.239617,0.857143,153.011003,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz
62,2017-03,180.061009,False,8,Departamento,2,0.941744,0.955896,0.246398,0.903226,169.571385,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz
62,2017-04,147.681592,False,8,Departamento,1,0.973028,0.963044,0.212531,0.966667,143.698291,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz
62,2017-05,165.12379,False,8,Departamento,2,0.960435,0.982133,0.223529,0.935484,158.590661,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz
62,2017-06,152.814784,False,8,Departamento,1,0.932205,0.951722,0.221547,0.9,142.454743,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz
62,2017-07,149.052128,False,8,Departamento,1,0.976278,0.978322,0.235294,1.0,145.516369,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz
62,2017-08,132.642436,False,8,Departamento,1,0.973207,0.960703,0.20557,0.967742,129.088566,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz
62,2017-09,133.827174,True,8,Departamento,1,0.973339,0.975141,0.259561,1.0,130.259224,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz
62,2017-10,153.971458,True,8,Departamento,2,0.922732,0.926454,0.258578,0.903226,142.074436,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz
62,2017-11,177.725519,True,8,Departamento,2,0.97291,0.97559,0.253548,0.966667,172.910954,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz
62,2018-04,163.35892,False,8,Departamento,2,0.936574,0.972187,0.237468,0.9,152.997666,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz
62,2018-06,143.587384,False,8,Departamento,1,0.926425,0.948389,0.201782,0.866667,133.022909,sensordata/home62_hall705_sensor1662c1666_electric-mains_electric-combined.csv.gz
63,2016-12,318.591948,False,11,Casa,4,0.944798,0.945161,0.232474,0.903226,301.00492,sensordata/home63_hall722_sensor1862c1866_electric-mains_electric-combined.csv.gz
63,2017-01,333.796278,False,11,Casa,5,0.944792,0.958098,0.239756,0.935484,315.368067,sensordata/home63_hall722_sensor1862c1866_electric-mains_electric-combined.csv.gz
63,2017-02,293.989017,False,11,Casa,5,0.953339,0.992354,0.227368,0.892857,280.271109,sensordata/home63_hall722_sensor1862c1866_electric-mains_electric-combined.csv.gz
63,2017-03,297.139205,False,11,Casa,4,0.951684,0.976494,0.217206,0.903226,282.782586,sensordata/home63_hall722_sensor1862c1866_electric-mains_electric-combined.csv.gz
63,2017-05,307.895966,False,11,Casa,4,0.967171,0.960072,0.224111,0.935484,297.787956,sensordata/home63_hall722_sensor1862c1866_electric-mains_electric-combined.csv.gz
63,2017-08,315.317496,False,11,Casa,4,0.982973,0.975022,0.226419,0.967742,309.948599,sensordata/home63_hall722_sensor1862c1866_electric-mains_electric-combined.csv.gz
63,2017-09,314.248762,False,11,Casa,5,0.9834,0.990405,0.239326,1.0,309.032378,sensordata/home63_hall722_sensor1862c1866_electric-mains_electric-combined.csv.gz
63,2017-10,326.996839,False,11,Casa,5,0.975848,0.979707,0.205904,0.903226,319.099171,sensordata/home63_hall722_sensor1862c1866_electric-mains_electric-combined.csv.gz
63,2017-11,330.970988,False,11,Casa,5,0.984076,0.993833,0.190611,1.0,325.700735,sensordata/home63_hall722_sensor1862c1866_electric-mains_electric-combined.csv.gz
64,2016-11,234.454421,False,10,Departamento,4,0.971134,0.96587,0.239422,0.8,227.68663,sensordata/home64_hall713_sensor1810c1814_electric-mains_electric-combined.csv.gz
64,2016-12,283.550219,False,10,Departamento,5,0.982006,0.978112,0.245001,0.870968,278.447924,sensordata/home64_hall713_sensor1810c1814_electric-mains_electric-combined.csv.gz
64,2017-01,279.929003,True,10,Departamento,6,0.948082,0.955948,0.265954,0.806452,265.395771,sensordata/home64_hall713_sensor1810c1814_electric-mains_electric-combined.csv.gz
64,2017-02,264.031301,True,10,Departamento,5,0.960519,0.989199,0.29783,0.928571,253.607128,sensordata/home64_hall713_sensor1810c1814_electric-mains_electric-combined.csv.gz
64,2017-03,282.376706,True,10,Departamento,6,0.962793,0.974805,0.301599,0.935484,271.870451,sensordata/home64_hall713_sensor1810c1814_electric-mains_electric-combined.csv.gz
64,2017-04,235.220106,True,10,Departamento,5,0.977049,0.977866,0.258302,0.966667,229.821477,sensordata/home64_hall713_sensor1810c1814_electric-mains_electric-combined.csv.gz
64,2017-05,249.564603,True,10,Departamento,4,0.978226,0.960918,0.250807,0.935484,244.130628,sensordata/home64_hall713_sensor1810c1814_electric-mains_electric-combined.csv.gz
64,2017-06,225.810057,False,10,Departamento,4,0.93274,0.922868,0.229292,0.9,210.621979,sensordata/home64_hall713_sensor1810c1814_electric-mains_electric-combined.csv.gz
64,2017-10,271.919761,True,10,Departamento,5,0.986393,0.980571,0.273871,0.935484,268.219746,sensordata/home64_hall713_sensor1810c1814_electric-mains_electric-combined.csv.gz
64,2017-11,263.634576,True,10,Departamento,4,0.997385,0.996567,0.263451,1.0,262.945078,sensordata/home64_hall713_sensor1810c1814_electric-mains_electric-combined.csv.gz
64,2018-04,194.461441,True,10,Departamento,3,0.946073,0.981477,0.254282,0.9,183.974777,sensordata/home64_hall713_sensor1810c1814_electric-mains_electric-combined.csv.gz
64,2018-06,239.499408,True,10,Departamento,4,0.940045,0.963838,0.288673,0.8,225.140162,sensordata/home64_hall713_sensor1810c1814_electric-mains_electric-combined.csv.gz
65,2017-01,346.91285,True,12,Casa,7,0.931913,0.920284,0.335323,0.806452,323.292624,sensordata/home65_hall731_sensor1910c1912_electric-mains_electric-combined.csv.gz
65,2017-04,297.882937,True,12,Casa,6,0.97558,0.974333,0.279582,0.9,290.608594,sensordata/home65_hall731_sensor1910c1912_electric-mains_electric-combined.csv.gz
65,2017-05,262.758087,False,12,Casa,4,0.956718,0.962686,0.242119,0.806452,251.385344,sensordata/home65_hall731_sensor1910c1912_electric-mains_electric-combined.csv.gz
65,2017-07,270.181264,False,12,Casa,4,0.969602,0.960208,0.233252,0.83871,261.968294,sensordata/home65_hall731_sensor1910c1912_electric-mains_electric-combined.csv.gz
65,2017-08,291.77772,False,12,Casa,5,0.955943,0.947473,0.237084,0.903226,278.922789,sensordata/home65_hall731_sensor1910c1912_electric-mains_electric-combined.csv.gz
65,2017-09,273.584726,True,12,Casa,4,0.97386,0.964079,0.265187,0.933333,266.433209,sensordata/home65_hall731_sensor1910c1912_electric-mains_electric-combined.csv.gz
65,2017-11,298.745332,True,12,Casa,5,0.954446,0.960597,0.314597,0.833333,285.136284,sensordata/home65_hall731_sensor1910c1912_electric-mains_electric-combined.csv.gz
66,2017-04,155.033056,False,4,Casa,2,0.969487,0.977282,0.20276,1.0,150.302514,sensordata/home66_utility745_sensor2045c2049_electric-mains_electric-combined.csv.gz
66,2017-05,172.528397,False,4,Casa,2,0.967234,0.979984,0.204938,0.967742,166.875361,sensordata/home66_utility745_sensor2045c2049_electric-mains_electric-combined.csv.gz
66,2017-06,156.423172,False,4,Casa,1,0.935226,0.946505,0.21025,0.933333,146.29109,sensordata/home66_utility745_sensor2045c2049_electric-mains_electric-combined.csv.gz
66,2017-07,139.54251,False,4,Casa,1,0.977944,0.982189,0.198541,0.967742,136.464749,sensordata/home66_utility745_sensor2045c2049_electric-mains_electric-combined.csv.gz
66,2017-08,172.053361,False,4,Casa,2,0.973588,0.954857,0.186067,0.935484,167.509146,sensordata/home66_utility745_sensor2045c2049_electric-mains_electric-combined.csv.gz
66,2017-09,177.444501,False,4,Casa,2,0.98103,0.986546,0.17634,0.933333,174.078327,sensordata/home66_utility745_sensor2045c2049_electric-mains_electric-combined.csv.gz
66,2017-11,212.420427,False,4,Casa,4,0.956565,0.97891,0.231783,0.9,203.193906,sensordata/home66_utility745_sensor2045c2049_electric-mains_electric-combined.csv.gz
67,2017-01,404.554532,True,6,Departamento,7,0.934244,0.936322,0.288118,0.806452,377.952624,sensordata/home67_hall767_sensor2242c2246_electric-mains_electric-combined.csv.gz
67,2017-03,372.578538,True,6,Departamento,7,0.954797,0.969863,0.307544,0.903226,355.736729,sensordata/home67_hall767_sensor2242c2246_electric-mains_electric-combined.csv.gz
67,2017-04,343.267248,True,6,Departamento,5,0.978713,0.981667,0.256508,1.0,335.960106,sensordata/home67_hall767_sensor2242c2246_electric-mains_electric-combined.csv.gz
67,2017-05,339.812623,True,6,Departamento,6,0.975723,0.976167,0.270619,0.935484,331.563058,sensordata/home67_hall767_sensor2242c2246_electric-mains_electric-combined.csv.gz
67,2017-06,350.639602,False,6,Departamento,6,0.93551,0.946868,0.232073,0.833333,328.027,sensordata/home67_hall767_sensor2242c2246_electric-mains_electric-combined.csv.gz
67,2017-08,370.409874,True,6,Departamento,6,0.971188,0.962018,0.274738,0.870968,359.737772,sensordata/home67_hall767_sensor2242c2246_electric-mains_electric-combined.csv.gz
67,2017-09,340.209258,True,6,Departamento,6,0.978475,0.982572,0.260256,1.0,332.886359,sensordata/home67_hall767_sensor2242c2246_electric-mains_electric-combined.csv.gz
67,2017-10,374.219591,True,6,Departamento,6,0.973223,0.965497,0.315348,0.903226,364.198961,sensordata/home67_hall767_sensor2242c2246_electric-mains_electric-combined.csv.gz
67,2017-11,437.367327,True,6,Departamento,8,0.984213,0.981532,0.255784,1.0,430.462424,sensordata/home67_hall767_sensor2242c2246_electric-mains_electric-combined.csv.gz
67,2018-03,376.623185,False,6,Departamento,7,0.910809,0.948752,0.245572,0.83871,343.031798,sensordata/home67_hall767_sensor2242c2246_electric-mains_electric-combined.csv.gz
67,2018-04,346.583591,True,6,Departamento,6,0.94441,0.98044,0.26395,0.9,327.316913,sensordata/home67_hall767_sensor2242c2246_electric-mains_electric-combined.csv.gz
68,2016-12,447.125917,True,5,Casa,10,0.961989,0.960672,0.310471,0.806452,430.130157,sensordata/home68_utility757_sensor2122c2126_electric-mains_electric-combined.csv.gz
68,2017-02,324.55885,True,5,Casa,6,0.965163,0.991523,0.285281,0.928571,313.252283,sensordata/home68_utility757_sensor2122c2126_electric-mains_electric-combined.csv.gz
68,2017-03,370.150759,True,5,Casa,7,0.951984,0.960927,0.301152,0.83871,352.377489,sensordata/home68_utility757_sensor2122c2126_electric-mains_electric-combined.csv.gz
68,2017-05,312.205744,True,5,Casa,5,0.982891,0.987151,0.26873,0.903226,306.86407,sensordata/home68_utility757_sensor2122c2126_electric-mains_electric-combined.csv.gz
68,2017-06,308.342174,True,5,Casa,5,0.955114,0.962329,0.295856,0.933333,294.501988,sensordata/home68_utility757_sensor2122c2126_electric-mains_electric-combined.csv.gz
68,2017-07,335.232663,True,5,Casa,6,0.994694,0.996752,0.260048,1.0,333.453992,sensordata/home68_utility757_sensor2122c2126_electric-mains_electric-combined.csv.gz
68,2017-08,319.747819,True,5,Casa,5,0.986542,0.974541,0.278809,0.967742,315.444522,sensordata/home68_utility757_sensor2122c2126_electric-mains_electric-combined.csv.gz
68,2017-09,304.534864,True,5,Casa,6,0.987842,0.988512,0.300727,0.966667,300.832275,sensordata/home68_utility757_sensor2122c2126_electric-mains_electric-combined.csv.gz
68,2017-10,319.935104,True,5,Casa,6,0.976404,0.969819,0.287283,0.903226,312.385852,sensordata/home68_utility757_sensor2122c2126_electric-mains_electric-combined.csv.gz
68,2017-11,350.588236,True,5,Casa,7,0.992614,0.991282,0.31753,1.0,347.998861,sensordata/home68_utility757_sensor2122c2126_electric-mains_electric-combined.csv.gz
68,2018-04,349.620765,True,5,Casa,7,0.93444,0.961648,0.300354,0.866667,326.699563,sensordata/home68_utility757_sensor2122c2126_electric-mains_electric-combined.csv.gz
68,2018-06,326.705118,True,5,Casa,7,0.928342,0.94163,0.293027,0.8,303.294024,sensordata/home68_utility757_sensor2122c2126_electric-mains_electric-combined.csv.gz
69,2017-02,315.11999,True,10,Casa,4,0.967719,0.995027,0.34806,0.928571,304.947757,sensordata/home69_hall788_sensor2410c2414_electric-mains_electric-combined.csv.gz
69,2017-03,338.007665,True,10,Casa,5,0.967912,0.982809,0.300621,0.935484,327.161799,sensordata/home69_hall788_sensor2410c2414_electric-mains_electric-combined.csv.gz
69,2017-04,254.704743,True,10,Casa,3,0.991456,0.99319,0.304496,1.0,252.528551,sensordata/home69_hall788_sensor2410c2414_electric-mains_electric-combined.csv.gz
69,2017-05,324.978005,True,10,Casa,5,0.980974,0.991169,0.332413,0.967742,318.795002,sensordata/home69_hall788_sensor2410c2414_electric-mains_electric-combined.csv.gz
69,2017-06,322.709523,True,10,Casa,6,0.951071,0.96062,0.306643,0.933333,306.91954,sensordata/home69_hall788_sensor2410c2414_electric-mains_electric-combined.csv.gz
69,2017-10,343.502019,True,10,Casa,6,0.972071,0.972767,0.293003,0.903226,333.908425,sensordata/home69_hall788_sensor2410c2414_electric-mains_electric-combined.csv.gz
69,2017-11,435.18451,True,10,Casa,8,0.994686,0.996734,0.259023,1.0,432.871921,sensordata/home69_hall788_sensor2410c2414_electric-mains_electric-combined.csv.gz
69,2018-04,326.237331,True,10,Casa,5,0.944753,0.980549,0.265934,0.9,308.213852,sensordata/home69_hall788_sensor2410c2414_electric-mains_electric-combined.csv.gz
69,2018-06,325.382474,True,10,Casa,5,0.937502,0.962134,0.301833,0.866667,305.046697,sensordata/home69_hall788_sensor2410c2414_electric-mains_electric-combined.csv.gz
70,2017-03,217.624271,True,5,Departamento,4,0.945695,0.970166,0.354931,0.903226,205.806104,sensordata/home70_hall774_sensor2299c2303_electric-mains_electric-combined.csv.gz
70,2017-04,203.317778,True,5,Departamento,4,0.965508,0.972674,0.272578,0.866667,196.304962,sensordata/home70_hall774_sensor2299c2303_electric-mains_electric-combined.csv.gz
70,2017-05,154.031604,True,5,Departamento,2,0.960731,0.971599,0.259687,0.903226,147.982885,sensordata/home70_hall774_sensor2299c2303_electric-mains_electric-combined.csv.gz
70,2017-06,235.225967,False,5,Departamento,4,0.937794,0.942488,0.191544,0.933333,220.593496,sensordata/home70_hall774_sensor2299c2303_electric-mains_electric-combined.csv.gz
70,2017-07,272.615731,False,5,Departamento,5,0.988968,0.986622,0.159443,1.0,269.608143,sensordata/home70_hall774_sensor2299c2303_electric-mains_electric-combined.csv.gz
70,2017-08,238.812145,False,5,Departamento,3,0.981898,0.973244,0.195342,0.903226,234.489203,sensordata/home70_hall774_sensor2299c2303_electric-mains_electric-combined.csv.gz
70,2017-09,238.10337,True,5,Departamento,5,0.978677,0.982887,0.299658,1.0,233.026404,sensordata/home70_hall774_sensor2299c2303_electric-mains_electric-combined.csv.gz
70,2017-10,233.170477,True,5,Departamento,4,0.975454,0.965318,0.281114,0.935484,227.44702,sensordata/home70_hall774_sensor2299c2303_electric-mains_electric-combined.csv.gz
70,2017-11,263.300995,True,5,Departamento,4,0.953368,0.988586,0.318497,0.933333,251.022859,sensordata/home70_hall774_sensor2299c2303_electric-mains_electric-combined.csv.gz
70,2018-03,294.981709,True,5,Departamento,5,0.911909,0.947475,0.253838,0.806452,268.996454,sensordata/home70_hall774_sensor2299c2303_electric-mains_electric-combined.csv.gz
70,2018-04,259.426798,False,5,Departamento,5,0.941777,0.978174,0.203481,0.9,244.322293,sensordata/home70_hall774_sensor2299c2303_electric-mains_electric-combined.csv.gz
70,2018-06,124.668808,False,5,Departamento,2,0.939805,0.958905,0.236841,0.866667,117.164342,sensordata/home70_hall774_sensor2299c2303_electric-mains_electric-combined.csv.gz
71,2017-02,111.689722,False,6,Departamento,1,0.917231,0.941647,0.186466,0.857143,102.445264,sensordata/home71_hall824_sensor2713c2715_electric-mains_electric-combined.csv.gz
71,2017-04,178.435975,False,6,Departamento,2,0.960838,0.961412,0.201591,0.833333,171.448127,sensordata/home71_hall824_sensor2713c2715_electric-mains_electric-combined.csv.gz
72,2017-02,85.687189,True,9,Departamento,1,0.968864,0.996788,0.314874,0.964286,83.01924,sensordata/home72_hall796_sensor2476c2480_electric-mains_electric-combined.csv.gz
72,2017-03,95.434669,True,9,Departamento,1,0.967983,0.983716,0.308306,0.935484,92.379176,sensordata/home72_hall796_sensor2476c2480_electric-mains_electric-combined.csv.gz
72,2017-04,86.177551,True,9,Departamento,0,0.995885,0.995255,0.290999,1.0,85.822899,sensordata/home72_hall796_sensor2476c2480_electric-mains_electric-combined.csv.gz
72,2017-05,89.324831,True,9,Departamento,0,0.990417,0.99403,0.286184,0.967742,88.468834,sensordata/home72_hall796_sensor2476c2480_electric-mains_electric-combined.csv.gz
72,2017-06,83.017324,False,9,Departamento,0,0.955869,0.964787,0.227198,0.933333,79.353673,sensordata/home72_hall796_sensor2476c2480_electric-mains_electric-combined.csv.gz
72,2017-07,91.447233,True,9,Departamento,1,0.996518,0.99845,0.319499,1.0,91.128786,sensordata/home72_hall796_sensor2476c2480_electric-mains_electric-combined.csv.gz
72,2017-08,84.937326,True,9,Departamento,0,0.993441,0.980025,0.286317,0.967742,84.38021,sensordata/home72_hall796_sensor2476c2480_electric-mains_electric-combined.csv.gz
72,2017-09,61.989035,True,9,Departamento,0,0.994988,0.995579,0.251436,1.0,61.678372,sensordata/home72_hall796_sensor2476c2480_electric-mains_electric-combined.csv.gz
72,2017-10,86.717132,True,9,Departamento,0,0.988724,0.983006,0.286778,0.935484,85.739317,sensordata/home72_hall796_sensor2476c2480_electric-mains_electric-combined.csv.gz
72,2017-11,94.229889,True,9,Departamento,1,0.998378,0.998826,0.327491,1.0,94.077019,sensordata/home72_hall796_sensor2476c2480_electric-mains_electric-combined.csv.gz
72,2018-03,89.64455,True,9,Departamento,0,0.920912,0.958403,0.293758,0.83871,82.554762,sensordata/home72_hall796_sensor2476c2480_electric-mains_electric-combined.csv.gz
72,2018-06,78.433852,False,9,Departamento,0,0.944181,0.965275,0.236512,0.866667,74.055718,sensordata/home72_hall796_sensor2476c2480_electric-mains_electric-combined.csv.gz
73,2017-03,118.167068,False,4,Departamento,1,0.935271,0.947982,0.178332,0.83871,110.518282,sensordata/home73_hall782_sensor2364c2368_electric-mains_electric-combined.csv.gz
73,2017-04,111.86841,False,4,Departamento,1,0.954032,0.952093,0.187561,0.933333,106.726046,sensordata/home73_hall782_sensor2364c2368_electric-mains_electric-combined.csv.gz
73,2017-05,110.6501,False,4,Departamento,1,0.950175,0.951613,0.194706,0.83871,105.136929,sensordata/home73_hall782_sensor2364c2368_electric-mains_electric-combined.csv.gz
73,2017-06,106.406302,False,4,Departamento,1,0.91215,0.928963,0.168511,0.9,97.058558,sensordata/home73_hall782_sensor2364c2368_electric-mains_electric-combined.csv.gz
73,2017-07,120.803974,False,4,Departamento,1,0.957926,0.961024,0.186946,1.0,115.721223,sensordata/home73_hall782_sensor2364c2368_electric-mains_electric-combined.csv.gz
73,2017-09,103.842954,False,4,Departamento,1,0.952844,0.954581,0.190363,0.933333,98.946109,sensordata/home73_hall782_sensor2364c2368_electric-mains_electric-combined.csv.gz
73,2017-10,146.454528,False,4,Departamento,1,0.948112,0.941853,0.177987,0.870968,138.855329,sensordata/home73_hall782_sensor2364c2368_electric-mains_electric-combined.csv.gz
74,2017-02,406.350378,False,3,Departamento,13,0.963487,0.988472,0.24063,0.964286,391.513181,sensordata/home74_utility804_sensor2559c2563_electric-mains_electric-combined.csv.gz
74,2017-03,409.441785,False,3,Departamento,10,0.964251,0.976902,0.222028,0.935484,394.804716,sensordata/home74_utility804_sensor2559c2563_electric-mains_electric-combined.csv.gz
74,2017-04,379.053315,False,3,Departamento,10,0.991328,0.992579,0.17622,1.0,375.766285,sensordata/home74_utility804_sensor2559c2563_electric-mains_electric-combined.csv.gz
74,2017-05,364.132301,False,3,Departamento,7,0.984084,0.989978,0.1838,0.967742,358.336692,sensordata/home74_utility804_sensor2559c2563_electric-mains_electric-combined.csv.gz
74,2017-06,369.377141,False,3,Departamento,8,0.930043,0.931824,0.16464,0.866667,343.536559,sensordata/home74_utility804_sensor2559c2563_electric-mains_electric-combined.csv.gz
74,2017-07,390.105875,False,3,Departamento,9,0.975875,0.970181,0.180193,0.903226,380.694629,sensordata/home74_utility804_sensor2559c2563_electric-mains_electric-combined.csv.gz
74,2017-08,391.177794,False,3,Departamento,9,0.978898,0.965464,0.183541,0.903226,382.923247,sensordata/home74_utility804_sensor2559c2563_electric-mains_electric-combined.csv.gz
74,2017-09,369.746225,False,3,Departamento,9,0.991037,0.99263,0.177731,1.0,366.432346,sensordata/home74_utility804_sensor2559c2563_electric-mains_electric-combined.csv.gz
74,2017-10,394.242788,False,3,Departamento,10,0.981664,0.975571,0.222994,0.903226,387.014121,sensordata/home74_utility804_sensor2559c2563_electric-mains_electric-combined.csv.gz
74,2017-11,415.199766,False,3,Departamento,13,0.979988,0.979766,0.241484,0.833333,406.890805,sensordata/home74_utility804_sensor2559c2563_electric-mains_electric-combined.csv.gz
74,2018-06,350.285602,False,3,Departamento,7,0.94062,0.955773,0.180155,0.866667,329.485772,sensordata/home74_utility804_sensor2559c2563_electric-mains_electric-combined.csv.gz
75,2017-04,260.625196,False,6,Departamento,4,0.956618,0.958986,0.170882,0.866667,249.318868,sensordata/home75_hall813_sensor2634c2638_electric-mains_electric-combined.csv.gz
75,2017-05,221.307511,False,6,Departamento,3,0.958939,0.968076,0.20028,0.870968,212.220468,sensordata/home75_hall813_sensor2634c2638_electric-mains_electric-combined.csv.gz
75,2017-06,214.251187,False,6,Departamento,3,0.934867,0.945377,0.194648,0.933333,200.296425,sensordata/home75_hall813_sensor2634c2638_electric-mains_electric-combined.csv.gz
75,2017-07,210.88159,False,6,Departamento,3,0.972401,0.975482,0.165657,0.967742,205.061482,sensordata/home75_hall813_sensor2634c2638_electric-mains_electric-combined.csv.gz
75,2017-08,240.85626,False,6,Departamento,4,0.938263,0.946342,0.184867,0.806452,225.986461,sensordata/home75_hall813_sensor2634c2638_electric-mains_electric-combined.csv.gz
75,2017-09,250.16691,False,6,Departamento,4,0.962777,0.967153,0.195032,0.966667,240.855045,sensordata/home75_hall813_sensor2634c2638_electric-mains_electric-combined.csv.gz
75,2017-10,224.31821,False,6,Departamento,3,0.953532,0.94851,0.171417,0.806452,213.89469,sensordata/home75_hall813_sensor2634c2638_electric-mains_electric-combined.csv.gz
75,2017-11,260.832929,False,6,Departamento,4,0.968281,0.969928,0.187386,0.966667,252.559534,sensordata/home75_hall813_sensor2634c2638_electric-mains_electric-combined.csv.gz
75,2018-04,217.192887,False,6,Departamento,3,0.915823,0.957593,0.237906,0.833333,198.910307,sensordata/home75_hall813_sensor2634c2638_electric-mains_electric-combined.csv.gz
78,2018-04,197.612616,False,9,Departamento,3,0.903353,0.928035,0.205579,0.866667,178.514027,sensordata/home78_hall864_sensor2978_electric-mains_electric-combined.csv.gz
79,2017-02,364.276402,True,5,Casa,9,0.962076,0.986468,0.290612,0.964286,350.461695,sensordata/home79_outside836_sensor2803c2807_electric-mains_electric-combined.csv.gz
79,2017-03,385.520408,True,5,Casa,8,0.950075,0.963358,0.270126,0.83871,366.273214,sensordata/home79_outside836_sensor2803c2807_electric-mains_electric-combined.csv.gz
79,2018-04,293.732809,False,5,Casa,5,0.928939,0.96762,0.247894,0.8,272.859761,sensordata/home79_outside836_sensor2803c2807_electric-mains_electric-combined.csv.gz
79,2018-06,244.279635,False,5,Casa,3,0.934674,0.954387,0.24223,0.866667,228.321917,sensordata/home79_outside836_sensor2803c2807_electric-mains_electric-combined.csv.gz
82,2017-03,277.158638,True,8,Casa,6,0.956498,0.969964,0.266679,0.935484,265.101698,sensordata/home82_hall891_sensor3242c3246_electric-mains_electric-combined.csv.gz
82,2017-04,304.760023,True,8,Casa,7,0.985761,0.981456,0.280163,1.0,300.420485,sensordata/home82_hall891_sensor3242c3246_electric-mains_electric-combined.csv.gz
